RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479811869	 	3.11.3
REQUEST		Get Pikachu	1720479821563	1720479821653	OK	 
USER	Pokemon API Test	END	1720479821654
USER	Pokemon API Test	START	1720479821654
REQUEST		Get Pikachu	1720479821513	1720479821674	OK	 
USER	Pokemon API Test	END	1720479821677
USER	Pokemon API Test	START	1720479821677
REQUEST		Get Pikachu	1720479821551	1720479821685	OK	 
REQUEST		Get Pikachu	1720479821514	1720479821684	OK	 
USER	Pokemon API Test	END	1720479821688
USER	Pokemon API Test	END	1720479821688
USER	Pokemon API Test	START	1720479821688
USER	Pokemon API Test	START	1720479821688
REQUEST		Get Pikachu	1720479821561	1720479821697	OK	 
USER	Pokemon API Test	END	1720479821700
USER	Pokemon API Test	START	1720479821700
REQUEST		Get Pikachu	1720479821594	1720479821730	OK	 
USER	Pokemon API Test	END	1720479821733
USER	Pokemon API Test	START	1720479821733
REQUEST		Get Pikachu	1720479821298	1720479821735	OK	 
USER	Pokemon API Test	END	1720479821738
USER	Pokemon API Test	START	1720479821738
REQUEST		Get Pikachu	1720479821654	1720479821739	OK	 
USER	Pokemon API Test	END	1720479821740
USER	Pokemon API Test	START	1720479821740
REQUEST		Get Pikachu	1720479821594	1720479821740	OK	 
USER	Pokemon API Test	END	1720479821743
USER	Pokemon API Test	START	1720479821743
REQUEST		Get Pikachu	1720479821612	1720479821754	OK	 
USER	Pokemon API Test	END	1720479821757
USER	Pokemon API Test	START	1720479821757
REQUEST		Get Pikachu	1720479821640	1720479821797	OK	 
USER	Pokemon API Test	END	1720479821799
USER	Pokemon API Test	START	1720479821799
REQUEST		Get Pikachu	1720479821733	1720479821815	OK	 
USER	Pokemon API Test	END	1720479821815
USER	Pokemon API Test	START	1720479821815
REQUEST		Get Pikachu	1720479821678	1720479821816	OK	 
USER	Pokemon API Test	END	1720479821819
USER	Pokemon API Test	START	1720479821819
REQUEST		Get Pikachu	1720479821688	1720479821831	OK	 
USER	Pokemon API Test	END	1720479821836
USER	Pokemon API Test	START	1720479821836
REQUEST		Get Pikachu	1720479821700	1720479821841	OK	 
USER	Pokemon API Test	END	1720479821847
USER	Pokemon API Test	START	1720479821847
REQUEST		Get Pikachu	1720479821688	1720479821846	OK	 
USER	Pokemon API Test	END	1720479821850
USER	Pokemon API Test	START	1720479821850
REQUEST		Get Pikachu	1720479821800	1720479821875	OK	 
USER	Pokemon API Test	END	1720479821875
USER	Pokemon API Test	START	1720479821875
REQUEST		Get Pikachu	1720479821740	1720479821880	OK	 
USER	Pokemon API Test	END	1720479821884
USER	Pokemon API Test	START	1720479821884
REQUEST		Get Pikachu	1720479821757	1720479821894	OK	 
USER	Pokemon API Test	END	1720479821897
USER	Pokemon API Test	START	1720479821898
REQUEST		Get Pikachu	1720479821738	1720479821896	OK	 
USER	Pokemon API Test	END	1720479821899
USER	Pokemon API Test	START	1720479821899
REQUEST		Get Pikachu	1720479821743	1720479821899	OK	 
USER	Pokemon API Test	END	1720479821902
USER	Pokemon API Test	START	1720479821902
REQUEST		Get Pikachu	1720479821850	1720479821932	OK	 
USER	Pokemon API Test	END	1720479821935
USER	Pokemon API Test	START	1720479821935
REQUEST		Get Pikachu	1720479821820	1720479821954	OK	 
USER	Pokemon API Test	END	1720479821959
USER	Pokemon API Test	START	1720479821959
REQUEST		Get Pikachu	1720479821816	1720479821971	OK	 
USER	Pokemon API Test	END	1720479821975
USER	Pokemon API Test	START	1720479821975
REQUEST		Get Pikachu	1720479821903	1720479821976	OK	 
USER	Pokemon API Test	END	1720479821977
USER	Pokemon API Test	START	1720479821977
REQUEST		Get Pikachu	1720479821836	1720479821981	OK	 
USER	Pokemon API Test	END	1720479821985
USER	Pokemon API Test	START	1720479821985
REQUEST		Get Pikachu	1720479821847	1720479822005	OK	 
USER	Pokemon API Test	END	1720479822008
USER	Pokemon API Test	START	1720479822008
REQUEST		Get Pikachu	1720479821884	1720479822037	OK	 
USER	Pokemon API Test	END	1720479822039
USER	Pokemon API Test	START	1720479822039
REQUEST		Get Pikachu	1720479821875	1720479822036	OK	 
USER	Pokemon API Test	END	1720479822039
USER	Pokemon API Test	START	1720479822040
REQUEST		Get Pikachu	1720479821899	1720479822056	OK	 
USER	Pokemon API Test	END	1720479822059
USER	Pokemon API Test	START	1720479822059
REQUEST		Get Pikachu	1720479821898	1720479822060	OK	 
USER	Pokemon API Test	END	1720479822064
USER	Pokemon API Test	START	1720479822064
REQUEST		Get Pikachu	1720479821986	1720479822069	OK	 
USER	Pokemon API Test	END	1720479822070
USER	Pokemon API Test	START	1720479822070
REQUEST		Get Pikachu	1720479821935	1720479822077	OK	 
USER	Pokemon API Test	END	1720479822081
USER	Pokemon API Test	START	1720479822081
REQUEST		Get Pikachu	1720479821959	1720479822096	OK	 
USER	Pokemon API Test	END	1720479822100
USER	Pokemon API Test	START	1720479822101
REQUEST		Get Pikachu	1720479821975	1720479822135	OK	 
USER	Pokemon API Test	END	1720479822138
USER	Pokemon API Test	START	1720479822138
REQUEST		Get Pikachu	1720479822064	1720479822139	OK	 
USER	Pokemon API Test	END	1720479822140
USER	Pokemon API Test	START	1720479822140
REQUEST		Get Pikachu	1720479821977	1720479822142	OK	 
USER	Pokemon API Test	END	1720479822146
USER	Pokemon API Test	START	1720479822146
REQUEST		Get Pikachu	1720479822008	1720479822162	OK	 
USER	Pokemon API Test	END	1720479822165
USER	Pokemon API Test	START	1720479822166
REQUEST		Get Pikachu	1720479822040	1720479822176	OK	 
USER	Pokemon API Test	END	1720479822178
USER	Pokemon API Test	START	1720479822178
REQUEST		Get Pikachu	1720479822060	1720479822195	OK	 
USER	Pokemon API Test	END	1720479822199
USER	Pokemon API Test	START	1720479822199
REQUEST		Get Pikachu	1720479822040	1720479822197	OK	 
USER	Pokemon API Test	END	1720479822201
USER	Pokemon API Test	START	1720479822201
REQUEST		Get Pikachu	1720479822140	1720479822225	OK	 
USER	Pokemon API Test	END	1720479822226
USER	Pokemon API Test	START	1720479822226
REQUEST		Get Pikachu	1720479822081	1720479822225	OK	 
USER	Pokemon API Test	END	1720479822230
REQUEST		Get Pikachu	1720479822070	1720479822227	OK	 
USER	Pokemon API Test	END	1720479822231
USER	Pokemon API Test	START	1720479822231
USER	Pokemon API Test	START	1720479822232
REQUEST		Get Pikachu	1720479822101	1720479822248	OK	 
USER	Pokemon API Test	END	1720479822253
USER	Pokemon API Test	START	1720479822253
REQUEST		Get Pikachu	1720479822138	1720479822279	OK	 
USER	Pokemon API Test	END	1720479822283
USER	Pokemon API Test	START	1720479822283
REQUEST		Get Pikachu	1720479822201	1720479822285	OK	 
USER	Pokemon API Test	END	1720479822286
USER	Pokemon API Test	START	1720479822286
REQUEST		Get Pikachu	1720479822146	1720479822285	OK	 
USER	Pokemon API Test	END	1720479822289
USER	Pokemon API Test	START	1720479822289
REQUEST		Get Pikachu	1720479822166	1720479822324	OK	 
USER	Pokemon API Test	END	1720479822327
USER	Pokemon API Test	START	1720479822327
REQUEST		Get Pikachu	1720479822179	1720479822336	OK	 
USER	Pokemon API Test	END	1720479822339
USER	Pokemon API Test	START	1720479822339
REQUEST		Get Pikachu	1720479822200	1720479822338	OK	 
USER	Pokemon API Test	END	1720479822342
USER	Pokemon API Test	START	1720479822342
REQUEST		Get Pikachu	1720479822227	1720479822364	OK	 
USER	Pokemon API Test	END	1720479822368
USER	Pokemon API Test	START	1720479822368
REQUEST		Get Pikachu	1720479822232	1720479822371	OK	 
USER	Pokemon API Test	END	1720479822375
USER	Pokemon API Test	START	1720479822375
REQUEST		Get Pikachu	1720479822284	1720479822385	OK	 
USER	Pokemon API Test	END	1720479822386
USER	Pokemon API Test	START	1720479822386
REQUEST		Get Pikachu	1720479822233	1720479822386	OK	 
USER	Pokemon API Test	END	1720479822391
USER	Pokemon API Test	START	1720479822391
REQUEST		Get Pikachu	1720479822253	1720479822412	OK	 
USER	Pokemon API Test	END	1720479822416
REQUEST		Get Pikachu	1720479822286	1720479822426	OK	 
USER	Pokemon API Test	END	1720479822428
REQUEST		Get Pikachu	1720479822289	1720479822423	OK	 
USER	Pokemon API Test	END	1720479822428
REQUEST		Get Pikachu	1720479822342	1720479822437	OK	 
USER	Pokemon API Test	END	1720479822438
REQUEST		Get Pikachu	1720479822327	1720479822467	OK	 
USER	Pokemon API Test	END	1720479822470
REQUEST		Get Pikachu	1720479822339	1720479822498	OK	 
USER	Pokemon API Test	END	1720479822505
REQUEST		Get Pikachu	1720479822368	1720479822522	OK	 
USER	Pokemon API Test	END	1720479822525
REQUEST		Get Pikachu	1720479822376	1720479822527	OK	 
USER	Pokemon API Test	END	1720479822531
REQUEST		Get Pikachu	1720479822391	1720479822545	OK	 
USER	Pokemon API Test	END	1720479822548
REQUEST		Get Pikachu	1720479822387	1720479822546	OK	 
USER	Pokemon API Test	END	1720479822550
